Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level,Stress_Level_Num,Work_Life_Balance_Score,Non_Study_Hours_Per_Day
6.1,2.4,6.3,4.0,5.2,2.73,Moderate,2,0.7973856209150327,11.6
9.1,3.1,8.8,0.6,2.4,3.42,High,3,0.4958677685950412,6.1
6.8,1.7,5.2,1.6,8.7,2.91,High,3,0.7953216374269005,11.999999999999998
5.2,3.5,6.2,3.3,5.8,2.8,Low,1,0.7272727272727273,12.6
6.6,3.6,9.4,1.4,3.0,2.94,Moderate,2,0.8,8.0
9.5,4.0,9.1,1.2,0.2,3.52,High,3,0.25688073394495414,5.4
5.3,0.4,10.0,2.0,6.3,2.49,Low,1,0.7794117647058824,8.700000000000001
8.7,3.2,9.3,2.8,0.0,3.1,High,3,0.4869565217391305,6.0
5.1,1.4,8.9,3.4,5.2,2.72,Low,1,0.7445255474452555,10.0
6.6,2.6,6.2,0.1,8.5,3.11,Moderate,2,0.868421052631579,11.2
8.8,0.2,9.2,3.6,2.2,3.59,High,3,0.7945205479452055,6.000000000000001
7.8,2.5,9.3,2.6,1.8,3.2,Moderate,2,0.7213114754098362,6.9
8.8,1.8,8.5,1.9,3.0,3.32,High,3,0.7153284671532847,6.7
6.1,2.4,9.6,5.5,0.4,2.99,Moderate,2,0.9833333333333334,8.3
6.1,4.0,9.9,2.6,1.4,2.49,Moderate,2,0.7920792079207921,8.0
9.0,2.9,8.0,0.2,3.9,3.74,High,3,0.6259541984732824,7.0
8.4,1.5,9.7,0.7,3.7,3.16,High,3,0.6875,5.9
7.5,2.8,8.5,3.4,1.8,2.98,Moderate,2,0.8188976377952756,8.0
8.2,2.4,5.9,4.2,3.3,3.13,High,3,0.9554140127388535,9.9
7.3,2.7,9.2,0.8,4.0,3.41,Moderate,2,0.7933884297520661,7.5
9.2,3.2,9.8,1.0,0.8,3.55,High,3,0.32727272727272727,5.0
7.4,1.6,5.8,3.4,5.8,3.19,High,3,0.8915662650602411,10.799999999999999
7.9,2.4,6.8,0.3,6.6,3.14,Moderate,2,0.9324324324324323,9.299999999999999
5.2,1.7,5.4,3.6,8.1,2.55,High,3,0.6153846153846154,13.399999999999999
9.3,3.5,6.0,3.8,1.4,3.52,High,3,0.7172413793103447,8.7
6.4,3.2,10.0,0.1,4.3,3.01,Moderate,2,0.8148148148148148,7.6
9.9,1.9,9.2,0.2,2.8,3.65,High,3,0.4651162790697674,4.9
6.7,0.3,9.9,4.9,2.2,2.96,Moderate,2,0.9710144927536232,7.4
5.4,0.8,6.1,2.8,8.9,2.66,Low,1,0.631578947368421,12.5
6.3,0.4,5.8,0.9,10.6,2.93,High,3,0.7078651685393258,11.9
6.4,3.2,6.6,1.8,6.0,3.06,Moderate,2,0.9014084507042254,11.0
6.2,0.5,6.3,2.1,8.9,2.84,Moderate,2,0.7209302325581395,11.5
6.1,3.2,5.7,2.1,6.9,2.95,High,3,0.8079470198675497,12.2
9.3,0.6,5.4,2.9,5.8,3.51,High,3,0.9666666666666666,9.299999999999999
9.0,0.5,7.9,3.0,3.6,2.99,High,3,0.8461538461538461,7.1
5.7,2.5,6.4,2.9,6.5,2.84,Low,1,0.7549668874172185,11.9
6.5,3.3,5.3,2.5,6.4,2.81,High,3,0.8441558441558441,12.2
7.3,2.9,7.9,3.9,2.0,3.19,Moderate,2,0.893939393939394,8.8
6.6,2.2,9.2,5.9,0.1,3.06,Moderate,2,0.9523809523809524,8.2
9.4,1.5,6.0,2.9,4.2,3.4,High,3,0.8606060606060606,8.6
7.4,3.4,6.8,5.2,1.2,3.45,Moderate,2,0.927536231884058,9.8
7.0,1.3,7.3,4.6,3.8,3.0,Moderate,2,0.9090909090909092,9.7
9.8,0.7,7.8,3.3,2.4,3.41,High,3,0.7354838709677418,6.3999999999999995
7.4,2.6,6.1,3.3,4.6,3.41,Moderate,2,0.9673202614379085,10.5
5.7,2.3,5.9,1.7,8.4,2.62,High,3,0.7215189873417722,12.399999999999999
6.1,0.7,9.1,1.7,6.4,2.69,Moderate,2,0.8591549295774648,8.799999999999999
6.9,3.2,6.8,0.5,6.6,3.08,Moderate,2,0.9857142857142858,10.3
7.8,3.4,9.0,0.7,3.1,2.95,Moderate,2,0.6551724137931034,7.199999999999999
6.1,3.5,6.2,1.6,6.6,3.05,Moderate,2,0.8531468531468531,11.7
5.0,3.5,9.0,3.8,2.7,2.62,Low,1,0.8695652173913043,10.0
7.3,1.4,5.5,2.9,6.9,3.19,High,3,0.8538011695906432,11.200000000000001
9.6,0.2,6.5,1.2,6.5,3.5,High,3,0.8901734104046243,7.9
7.3,1.9,8.8,0.9,5.1,3.06,Moderate,2,0.9022556390977444,7.9
7.4,1.7,8.0,6.0,0.9,3.0,Moderate,2,0.965034965034965,8.6
9.1,0.7,5.2,1.2,7.8,3.64,High,3,0.994475138121547,9.7
6.7,2.0,8.1,5.5,1.7,3.11,Moderate,2,0.9640287769784173,9.2
5.3,0.1,7.8,2.6,8.2,3.58,Low,1,0.6583850931677019,10.899999999999999
9.2,0.6,5.1,2.7,6.4,3.27,High,3,0.9945355191256832,9.700000000000001
8.0,1.1,5.9,2.3,6.7,3.27,High,3,0.9411764705882353,10.1
9.0,1.6,8.8,0.6,4.0,3.2,High,3,0.6764705882352942,6.199999999999999
8.4,2.3,9.6,1.4,2.3,3.41,High,3,0.6115702479338843,6.0
5.3,0.1,9.1,3.1,6.4,2.65,Low,1,0.7162162162162162,9.6
6.7,0.1,9.8,4.0,3.4,3.15,Moderate,2,0.9503546099290779,7.5
9.7,1.1,8.1,3.5,1.6,3.63,High,3,0.6891891891891893,6.199999999999999
9.7,3.5,8.7,0.6,1.5,3.36,High,3,0.35593220338983056,5.6
6.4,3.9,5.1,4.3,4.3,3.14,High,3,0.8533333333333334,12.5
10.0,1.2,6.7,0.5,5.6,3.79,High,3,0.7577639751552795,7.3
7.2,1.0,6.7,5.0,4.1,3.21,Moderate,2,0.8834355828220859,10.1
5.3,0.4,5.8,3.6,8.9,2.76,High,3,0.595505617977528,12.9
5.8,3.9,7.2,3.0,4.1,2.83,Low,1,0.8992248062015504,11.0
8.3,3.0,8.8,2.3,1.6,2.92,High,3,0.639344262295082,6.9
9.5,3.3,8.8,0.1,2.3,3.24,High,3,0.40336134453781514,5.699999999999999
7.0,3.5,9.5,3.6,0.4,3.4,Moderate,2,0.7272727272727273,7.5
6.6,2.8,6.4,1.1,7.1,2.88,Moderate,2,0.8918918918918919,11.0
7.1,3.3,5.6,4.4,3.6,2.85,High,3,0.9403973509933775,11.3
7.7,1.2,7.5,1.8,5.8,2.88,Moderate,2,0.9934640522875816,8.799999999999999
5.8,0.5,7.7,5.4,4.6,3.27,Low,1,0.7341772151898733,10.5
6.7,2.9,8.3,5.6,0.5,3.06,Moderate,2,0.953125,9.0
8.3,3.6,7.0,1.7,3.4,3.5,High,3,0.7611940298507461,8.7
5.1,3.3,9.0,0.6,6.0,2.54,Low,1,0.8717948717948718,9.899999999999999
5.6,3.9,6.1,0.4,8.0,3.32,Low,1,0.7999999999999999,12.3
8.0,3.0,5.2,4.0,3.8,3.01,High,3,0.9873417721518988,10.8
5.9,2.3,6.5,5.6,3.7,2.9,Low,1,0.7763157894736843,11.600000000000001
9.1,3.9,6.3,4.6,0.1,2.98,High,3,0.681159420289855,8.6
5.3,0.2,8.5,2.7,7.3,2.62,Low,1,0.6928104575163399,10.2
6.1,2.5,6.3,3.5,5.6,3.13,Moderate,2,0.8026315789473684,11.6
9.1,1.9,6.8,2.2,4.0,3.27,High,3,0.8104575163398693,8.1
9.0,1.3,6.0,0.5,7.2,3.05,High,3,0.9221556886227545,9.0
9.2,0.9,6.9,4.9,2.1,2.81,High,3,0.8641975308641976,7.9
9.1,1.5,7.3,1.8,4.3,3.4,High,3,0.8026315789473684,7.6
7.7,0.1,7.4,2.4,6.4,3.24,Moderate,2,0.9333333333333332,8.9
5.8,2.6,9.9,3.2,2.5,2.8,Low,1,0.991304347826087,8.3
7.1,0.5,8.1,5.6,2.7,3.1,Moderate,2,0.9220779220779219,8.8
8.3,0.3,6.8,3.3,5.3,3.48,High,3,0.9822485207100593,8.9
9.1,2.4,6.9,1.4,4.2,3.3,High,3,0.7619047619047619,8.0
5.5,1.4,7.1,4.1,5.9,2.71,Low,1,0.7096774193548387,11.4
7.0,0.7,5.8,5.0,5.5,3.09,High,3,0.8,11.2
5.2,1.7,5.8,5.3,6.0,2.48,High,3,0.6303030303030303,13.0
7.5,2.9,9.8,0.8,3.0,3.19,Moderate,2,0.6725663716814159,6.699999999999999
9.4,3.7,9.6,0.8,0.5,3.16,High,3,0.2429906542056075,5.0
8.8,2.1,8.4,2.0,2.7,3.66,High,3,0.6962962962962963,6.800000000000001
8.7,3.3,5.7,5.0,1.3,3.55,High,3,0.84,9.6
7.2,1.5,9.6,1.4,4.3,3.11,Moderate,2,0.883720930232558,7.199999999999999
9.2,1.9,7.6,1.6,3.7,3.02,High,3,0.7310344827586208,7.200000000000001
5.2,1.1,5.0,5.9,6.8,2.93,High,3,0.5810055865921788,13.799999999999999
9.8,1.6,8.6,1.4,2.6,3.68,High,3,0.5797101449275363,5.6
9.7,1.6,8.9,1.0,2.8,3.57,High,3,0.5629629629629629,5.4
10.0,0.1,8.0,3.9,2.0,3.35,High,3,0.7421383647798743,6.0
9.7,0.7,8.1,1.2,4.3,3.53,High,3,0.7236842105263159,6.2
6.5,2.2,7.1,1.0,7.2,2.91,Moderate,2,0.8843537414965986,10.399999999999999
8.8,3.6,5.4,2.4,3.8,3.08,High,3,0.8266666666666665,9.799999999999999
5.5,0.1,8.3,3.6,6.5,2.73,Low,1,0.7051282051282051,10.2
5.1,3.3,9.9,0.8,4.9,2.64,Low,1,0.9444444444444444,9.0
6.2,3.5,9.6,2.0,2.7,2.55,Moderate,2,0.8623853211009174,8.2
5.1,2.3,5.1,4.7,6.8,3.03,High,3,0.6144578313253012,13.8
6.5,0.2,7.9,2.4,7.0,2.98,Moderate,2,0.8176100628930818,9.6
6.4,2.8,6.4,5.4,3.0,3.05,Moderate,2,0.8648648648648649,11.2
6.9,2.2,5.3,2.6,7.0,3.12,High,3,0.8363636363636364,11.8
6.1,0.9,9.1,5.6,2.3,3.01,Moderate,2,0.8714285714285714,8.799999999999999
5.5,1.8,6.7,5.2,4.8,2.24,Low,1,0.7096774193548387,11.8
6.7,1.6,7.6,1.0,7.1,2.93,Moderate,2,0.9054054054054055,9.7
7.9,3.2,8.8,0.6,3.5,3.09,Moderate,2,0.6833333333333332,7.3
6.8,1.6,8.4,0.3,6.9,2.88,Moderate,2,0.9714285714285714,8.8
5.2,1.6,8.5,1.2,7.5,2.52,Low,1,0.7482014388489209,10.299999999999999
9.4,3.6,6.5,1.0,3.5,3.57,High,3,0.6474820143884892,8.1
7.1,1.0,8.4,5.0,2.5,3.26,Moderate,2,0.9726027397260273,8.5
7.0,0.6,8.7,2.2,5.5,3.15,Moderate,2,0.9523809523809523,8.3
8.4,1.1,5.4,6.0,3.1,3.44,High,3,0.9600000000000001,10.2
9.3,1.2,7.3,3.7,2.5,3.76,High,3,0.7999999999999999,7.4
7.1,1.7,6.7,3.4,5.1,2.99,Moderate,2,0.9102564102564102,10.2
9.7,2.8,9.1,1.3,1.1,3.54,High,3,0.39669421487603307,5.2
8.9,0.1,9.1,0.2,5.7,3.14,High,3,0.7972972972972974,6.0
8.8,1.0,9.3,0.5,4.4,3.18,High,3,0.7153284671532847,5.9
5.6,3.9,8.4,5.1,1.0,3.08,Low,1,0.9572649572649573,10.0
8.0,2.4,8.4,3.0,2.2,2.96,Moderate,2,0.7878787878787878,7.6
7.1,1.1,8.8,1.4,5.6,2.85,Moderate,2,0.9929078014184397,8.1
8.1,3.0,6.1,0.4,6.4,3.37,High,3,0.9127516778523491,9.8
5.7,2.4,9.2,0.3,6.4,2.69,Low,1,0.9193548387096774,9.1
7.4,3.7,6.7,2.8,3.4,3.36,Moderate,2,0.9117647058823528,9.899999999999999
5.1,0.3,6.3,0.2,12.1,2.55,Low,1,0.5862068965517242,12.6
7.7,0.7,6.5,4.0,5.1,3.54,Moderate,2,0.9166666666666667,9.799999999999999
9.8,0.2,9.5,2.6,1.9,3.47,High,3,0.6293706293706294,4.7
5.3,0.4,8.0,2.0,8.3,3.37,Low,1,0.6794871794871795,10.700000000000001
9.6,1.6,5.7,4.3,2.8,3.49,High,3,0.8502994011976048,8.7
8.5,3.6,9.0,2.0,0.9,2.9,High,3,0.5087719298245614,6.5
8.4,3.8,6.5,0.0,5.3,3.08,High,3,0.7737226277372262,9.1
8.3,2.5,8.0,0.1,5.1,3.1,High,3,0.7703703703703703,7.699999999999999
8.6,1.3,8.3,3.2,2.6,3.11,High,3,0.8055555555555556,7.1000000000000005
5.5,3.3,9.6,3.6,2.0,2.75,Low,1,0.9909909909909911,8.899999999999999
5.5,1.6,8.6,4.7,3.6,2.64,Low,1,0.7971014492753623,9.9
6.3,0.1,7.7,5.1,4.8,3.22,Moderate,2,0.7777777777777779,9.999999999999998
9.8,2.3,7.6,0.4,3.9,3.04,High,3,0.6099290780141844,6.6
8.0,1.6,6.2,0.6,7.6,3.38,Moderate,2,0.9876543209876544,9.799999999999999
6.6,0.4,5.9,5.9,5.2,3.27,High,3,0.7457627118644067,11.500000000000002
9.4,4.0,7.9,2.2,0.5,2.91,High,3,0.44628099173553715,6.7
6.6,1.2,7.0,4.0,5.2,2.76,Moderate,2,0.8354430379746836,10.399999999999999
5.7,2.5,5.6,3.5,6.7,3.08,High,3,0.7169811320754718,12.7
8.5,2.8,8.8,3.4,0.5,3.63,High,3,0.629032258064516,6.699999999999999
8.1,0.7,5.1,1.7,8.4,3.21,High,3,0.8901098901098902,10.799999999999999
7.2,2.5,9.2,1.0,4.1,3.07,Moderate,2,0.8292682926829268,7.6
7.9,2.2,5.4,0.3,8.2,2.99,High,3,0.9634146341463414,10.7
5.5,2.3,7.7,1.4,7.1,3.05,Low,1,0.7857142857142857,10.8
5.2,2.0,8.4,1.5,6.9,2.88,Low,1,0.7647058823529411,10.4
6.5,2.5,9.5,4.5,1.0,3.29,Moderate,2,0.9166666666666666,8.0
6.8,2.6,7.3,1.1,6.2,3.13,Moderate,2,0.9645390070921985,9.9
8.5,2.2,6.8,5.5,1.0,3.07,High,3,0.8666666666666667,8.7
8.4,1.6,8.8,2.4,2.8,3.51,High,3,0.7647058823529411,6.799999999999999
7.1,3.7,6.3,0.7,6.2,3.15,Moderate,2,0.9857142857142858,10.600000000000001
6.9,0.2,6.7,3.0,7.2,3.05,Moderate,2,0.8070175438596492,10.399999999999999
5.8,2.6,10.0,2.5,3.1,2.64,Low,1,0.9824561403508771,8.2
5.6,3.5,7.1,2.3,5.5,2.5,Low,1,0.835820895522388,11.3
8.3,1.8,8.2,0.4,5.3,3.33,High,3,0.8142857142857143,7.5
5.8,1.9,8.0,3.5,4.8,2.9,Low,1,0.8226950354609929,10.200000000000001
7.0,1.4,5.6,2.4,7.6,3.15,High,3,0.8235294117647058,11.4
6.0,0.2,7.8,3.6,6.4,2.75,Moderate,2,0.75,10.2
9.4,2.3,6.7,4.5,1.1,3.25,High,3,0.7466666666666666,7.8999999999999995
7.8,3.6,7.0,1.7,3.9,3.19,Moderate,2,0.835820895522388,9.2
5.7,0.6,7.2,3.6,6.9,2.96,Low,1,0.7037037037037037,11.1
9.1,0.3,7.4,3.8,3.4,3.66,High,3,0.8834355828220859,7.499999999999999
9.1,3.1,6.4,5.1,0.3,3.45,High,3,0.7448275862068966,8.5
7.9,3.7,8.4,1.9,2.1,2.68,Moderate,2,0.6722689075630252,7.7
9.0,3.8,5.1,5.9,0.2,3.22,High,3,0.8079470198675497,9.9
7.2,2.6,6.9,0.3,7.0,3.0,Moderate,2,0.993103448275862,9.9
8.0,3.6,6.9,1.2,4.3,3.08,Moderate,2,0.8148148148148149,9.1
9.1,3.3,7.9,1.3,2.4,3.35,High,3,0.5781250000000001,7.0
9.0,2.2,9.1,2.3,1.4,3.44,High,3,0.5826771653543307,5.9
7.1,3.8,7.7,3.3,2.1,3.33,Moderate,2,0.8640000000000001,9.2
6.1,2.5,7.9,1.1,6.4,2.94,Moderate,2,0.8970588235294117,10.0
8.8,2.1,6.1,4.0,3.0,3.2,High,3,0.8860759493670886,9.1
5.4,1.8,5.8,1.1,9.9,2.71,High,3,0.6585365853658538,12.8
5.3,1.6,7.6,2.9,6.6,2.54,Low,1,0.7162162162162162,11.1
6.9,3.4,5.7,3.0,5.0,3.37,High,3,0.9261744966442953,11.4
9.4,2.2,9.8,0.1,2.5,3.79,High,3,0.43333333333333346,4.800000000000001
5.5,0.2,5.9,3.2,9.2,2.74,High,3,0.6145251396648045,12.599999999999998
9.7,3.4,6.5,0.3,4.1,3.48,High,3,0.624113475177305,7.799999999999999
5.8,0.5,5.6,3.1,9.0,2.73,High,3,0.6480446927374302,12.6
9.9,2.7,9.7,0.2,1.5,3.23,High,3,0.2931034482758621,4.4
6.9,2.2,5.4,0.0,9.5,3.27,High,3,0.8414634146341464,11.7
7.1,2.0,7.1,0.1,7.7,3.34,Moderate,2,0.9530201342281879,9.8
6.7,0.7,5.5,5.7,5.4,3.31,High,3,0.7528089887640449,11.8
6.6,1.6,6.2,0.6,9.0,3.12,Moderate,2,0.8148148148148148,11.2
5.9,3.2,8.4,3.3,3.2,3.05,Low,1,0.9516129032258065,9.7
5.4,1.1,6.7,4.7,6.1,2.8,Low,1,0.6666666666666667,11.9
10.0,1.0,9.4,3.0,0.6,3.4,High,3,0.5294117647058822,4.6
7.0,3.9,5.9,4.8,2.4,2.78,High,3,0.9859154929577465,11.1
6.7,2.9,7.1,3.5,3.8,3.09,Moderate,2,0.9571428571428571,10.2
9.3,0.2,8.5,0.8,5.2,3.49,High,3,0.7843137254901961,6.2
7.1,2.2,7.0,3.1,4.6,2.87,Moderate,2,0.9594594594594595,9.899999999999999
5.7,0.6,9.7,5.3,2.7,3.18,Low,1,0.832116788321168,8.6
9.5,4.0,6.0,1.6,2.9,3.39,High,3,0.6428571428571428,8.5
7.1,1.4,8.0,3.5,4.0,3.48,Moderate,2,0.9726027397260273,8.9
5.8,1.9,7.8,3.4,5.1,3.01,Low,1,0.8111888111888111,10.4
5.1,1.4,8.9,3.4,5.2,2.6,Low,1,0.7445255474452555,10.0
6.3,2.8,7.8,4.8,2.3,3.08,Moderate,2,0.9402985074626866,9.899999999999999
7.4,0.5,6.3,2.5,7.3,3.4,Moderate,2,0.8604651162790697,10.3
8.0,2.1,6.4,0.0,7.5,2.83,Moderate,2,0.967741935483871,9.6
8.7,0.1,7.9,5.6,1.7,3.3,High,3,0.9125000000000001,7.3999999999999995
5.9,1.9,5.5,3.8,6.9,2.45,High,3,0.7108433734939759,12.6
7.6,3.6,6.0,0.1,6.7,3.38,Moderate,2,0.9444444444444444,10.4
9.3,2.3,9.5,1.7,1.2,3.34,High,3,0.47540983606557374,5.199999999999999
8.7,3.7,7.9,0.7,3.0,3.57,High,3,0.5967741935483871,7.4
6.3,0.8,6.2,1.8,8.9,3.37,Moderate,2,0.7411764705882353,11.500000000000002
7.1,2.5,5.4,0.5,8.5,3.33,High,3,0.8819875776397516,11.5
5.9,2.1,6.1,1.7,8.2,3.13,Low,1,0.7468354430379748,11.999999999999998
5.1,2.6,8.3,4.8,3.2,2.69,Low,1,0.7786259541984732,10.6
9.7,0.1,5.8,5.3,3.1,3.92,High,3,0.9281767955801106,8.5
8.3,2.7,9.7,3.3,0.0,2.95,High,3,0.5689655172413792,6.0
8.6,1.1,9.4,0.2,4.7,3.36,High,3,0.725925925925926,6.0
6.3,0.9,5.7,5.2,5.9,2.9,High,3,0.7241379310344827,12.000000000000002
7.5,2.7,6.2,4.5,3.1,2.97,Moderate,2,0.9933774834437087,10.3
7.1,0.8,9.9,3.9,2.3,3.28,Moderate,2,0.9323308270676691,6.999999999999999
9.7,1.2,8.9,3.2,1.0,3.26,High,3,0.60431654676259,5.4
8.4,2.9,7.9,1.0,3.8,3.2,High,3,0.7272727272727273,7.699999999999999
7.5,1.2,7.1,3.9,4.3,2.96,Moderate,2,0.9554140127388535,9.399999999999999
7.0,1.1,6.0,4.7,5.2,3.2,Moderate,2,0.8284023668639053,11.0
9.5,1.5,8.8,3.8,0.4,3.36,High,3,0.6131386861313869,5.7
9.8,1.5,6.7,0.4,5.6,3.54,High,3,0.7594936708860759,7.5
7.4,0.4,6.2,1.9,8.1,3.16,Moderate,2,0.8505747126436782,10.4
6.5,3.4,9.3,3.7,1.1,3.02,Moderate,2,0.8495575221238939,8.200000000000001
5.7,2.8,9.7,4.0,1.8,2.86,Low,1,0.991304347826087,8.6
8.2,2.0,5.6,1.9,6.3,2.81,High,3,1.0,10.2
9.0,3.4,5.7,5.6,0.3,3.59,High,3,0.7919463087248322,9.299999999999999
8.8,3.2,9.7,0.7,1.6,3.07,High,3,0.4144144144144143,5.5
9.3,0.5,8.5,4.2,1.5,3.17,High,3,0.76,6.2
9.4,0.7,5.3,4.3,4.3,3.57,High,3,0.9555555555555555,9.299999999999999
7.4,3.4,6.9,1.0,5.3,3.15,Moderate,2,0.9197080291970803,9.7
5.9,2.9,7.6,3.6,4.0,3.13,Low,1,0.8740740740740741,10.5
7.3,3.3,9.1,3.1,1.2,3.34,Moderate,2,0.7413793103448276,7.6
6.8,3.5,8.6,0.6,4.5,3.23,Moderate,2,0.8571428571428572,8.6
7.0,3.5,5.2,5.8,2.5,3.26,High,3,0.9150326797385621,11.8
6.4,1.0,9.7,1.8,5.1,3.25,Moderate,2,0.962406015037594,7.8999999999999995
8.9,1.6,5.7,0.1,7.7,3.42,High,3,0.934131736526946,9.4
6.8,1.4,6.7,3.1,6.0,3.03,Moderate,2,0.8553459119496856,10.5
7.2,3.5,7.5,2.9,2.9,3.04,Moderate,2,0.8923076923076922,9.3
8.3,2.4,7.1,2.5,3.7,3.22,High,3,0.8551724137931034,8.6
8.9,0.8,9.1,3.4,1.8,3.1,High,3,0.7375886524822695,6.0
6.3,3.0,7.6,1.9,5.2,2.48,Moderate,2,0.9402985074626866,10.1
8.0,4.0,7.2,4.4,0.4,3.11,Moderate,2,0.75,8.8
6.0,1.7,6.1,0.0,10.2,2.87,Moderate,2,0.7407407407407407,11.899999999999999
9.6,3.4,8.7,0.4,1.9,3.5,High,3,0.38655462184873945,5.699999999999999
7.2,0.5,7.6,2.1,6.6,3.11,Moderate,2,0.9056603773584906,9.2
6.9,2.5,8.6,0.7,5.3,3.29,Moderate,2,0.9302325581395349,8.5
6.7,1.8,8.4,3.1,4.0,2.92,Moderate,2,0.9710144927536232,8.9
9.3,3.5,5.0,4.7,1.5,3.45,High,3,0.7999999999999999,9.7
7.4,3.9,8.8,1.0,2.9,3.11,Moderate,2,0.6902654867256637,7.8
7.7,4.0,9.3,0.3,2.7,2.96,Moderate,2,0.5607476635514019,7.0
5.0,1.6,6.2,4.9,6.3,3.01,Low,1,0.617283950617284,12.799999999999999
6.7,3.3,5.0,1.8,7.2,2.85,High,3,0.8535031847133758,12.3
5.3,0.7,7.8,1.7,8.5,2.64,Low,1,0.6838709677419355,10.899999999999999
7.1,1.5,9.4,5.4,0.6,2.65,Moderate,2,0.9160305343511451,7.5
5.5,3.8,5.3,1.8,7.6,2.81,High,3,0.7382550335570469,13.2
6.5,1.3,5.8,4.7,5.7,3.04,High,3,0.7692307692307692,11.700000000000001
5.6,0.3,9.5,1.1,7.5,2.66,Low,1,0.7887323943661971,8.9
9.1,2.2,5.4,5.7,1.6,3.48,High,3,0.8902439024390245,9.5
5.8,3.4,5.1,3.1,6.6,2.79,High,3,0.7483870967741936,13.1
8.8,3.7,9.5,1.6,0.4,3.29,High,3,0.37037037037037035,5.7
6.4,1.2,6.9,2.4,7.1,3.0,Moderate,2,0.8050314465408805,10.7
7.7,0.6,8.5,1.0,6.2,3.16,Moderate,2,0.9664429530201342,7.8
9.0,3.0,8.2,0.6,3.2,2.96,High,3,0.59375,6.800000000000001
7.7,0.3,6.9,2.5,6.6,3.08,Moderate,2,0.9166666666666667,9.4
5.9,1.6,9.7,0.8,6.0,2.86,Low,1,0.9291338582677167,8.4
8.8,0.4,9.9,1.9,3.0,3.19,High,3,0.7153284671532847,5.300000000000001
8.1,0.8,5.7,5.6,3.8,3.45,High,3,0.9257142857142858,10.2
9.6,3.5,8.1,2.3,0.5,3.4,High,3,0.4516129032258065,6.3
6.6,2.5,6.8,0.9,7.2,2.88,Moderate,2,0.8979591836734694,10.6
8.0,3.3,6.9,0.8,5.0,3.08,Moderate,2,0.8405797101449275,9.1
6.5,2.6,8.0,4.2,2.7,2.83,Moderate,2,0.9701492537313433,9.5
6.8,3.3,6.0,2.8,5.1,2.92,Moderate,2,0.9251700680272109,11.2
5.5,3.5,6.7,4.1,4.2,2.92,Low,1,0.7971014492753623,11.8
5.1,2.8,6.6,0.3,9.2,2.49,Low,1,0.6986301369863014,12.3
6.9,0.3,5.7,1.8,9.3,3.15,High,3,0.7666666666666666,11.400000000000002
5.4,3.6,5.0,2.9,7.1,2.74,High,3,0.7012987012987013,13.6
9.6,0.6,9.8,0.8,3.2,3.29,High,3,0.5882352941176472,4.6
8.7,2.2,9.4,2.0,1.7,3.03,High,3,0.5967741935483871,5.9
5.8,3.7,6.6,2.2,5.7,2.9,Low,1,0.8467153284671532,11.600000000000001
8.8,1.4,9.8,3.0,1.0,3.51,High,3,0.625,5.4
5.2,1.0,7.3,1.4,9.1,2.83,Low,1,0.6624203821656052,11.5
8.7,3.7,7.1,1.5,3.0,3.29,High,3,0.6818181818181819,8.2
7.4,1.4,9.5,3.2,2.5,3.22,Moderate,2,0.8702290076335878,7.1
8.8,3.2,6.7,2.3,3.0,3.24,High,3,0.75177304964539,8.5
9.0,3.8,8.1,2.3,0.8,3.55,High,3,0.5123966942148759,6.8999999999999995
9.0,3.4,7.0,0.2,4.4,3.68,High,3,0.6764705882352942,8.0
7.3,3.0,6.8,3.8,3.1,2.91,Moderate,2,0.971830985915493,9.9
5.9,3.0,7.7,1.2,6.2,3.09,Low,1,0.887218045112782,10.4
7.4,0.9,9.8,4.2,1.7,2.94,Moderate,2,0.8872180451127819,6.800000000000001
9.8,1.7,7.4,4.6,0.5,3.84,High,3,0.6845637583892616,6.8
6.3,1.8,5.6,1.2,9.1,2.99,High,3,0.7590361445783133,12.1
5.0,0.2,9.9,1.5,7.4,2.94,Low,1,0.7194244604316546,9.1
7.8,0.6,8.6,3.6,3.4,3.26,Moderate,2,0.9459459459459459,7.6
8.7,3.1,9.9,1.3,1.0,3.55,High,3,0.4181818181818182,5.4
5.3,3.6,5.6,2.0,7.5,2.53,High,3,0.7162162162162162,13.1
9.1,2.4,7.0,2.6,2.9,3.28,High,3,0.7534246575342467,7.9
9.3,0.4,8.9,4.6,0.8,3.58,High,3,0.7346938775510203,5.8
5.9,1.7,5.8,4.2,6.4,3.32,High,3,0.7151515151515151,12.3
6.0,0.8,5.2,1.9,10.1,3.01,High,3,0.6666666666666667,12.8
7.8,3.4,8.3,2.0,2.5,3.18,Moderate,2,0.7317073170731707,7.9
6.3,0.2,8.6,0.7,8.2,3.1,Moderate,2,0.8289473684210527,9.099999999999998
6.5,2.1,7.8,3.6,4.0,2.9,Moderate,2,0.921985815602837,9.7
8.1,3.9,8.6,3.1,0.3,2.99,High,3,0.5913043478260871,7.3
8.8,2.4,6.0,4.0,2.8,3.59,High,3,0.8717948717948717,9.2
7.4,2.1,6.7,3.1,4.7,3.44,Moderate,2,0.9736842105263157,9.9
6.0,3.2,5.9,0.5,8.4,3.28,High,3,0.8053691275167785,12.100000000000001
7.2,1.1,7.8,2.1,5.8,2.93,Moderate,2,0.9536423841059603,9.0
